active_not_recruiting_days,completed_days,not_yet_recruiting_days,recruiting_days,suspended_days,terminated_days,enrolling_by_invitation_days,unknown_days,withheld_days,Study Status,Study Results,Sex,Age,Enrollment,Funder Type,Location Count,Country Count,Study Title Length,Brief Summary Length,Primary Outcome Measures Length,Secondary Outcome Measures Length,Study Title Word Count,Brief Summary Word Count,Primary Outcome Measures Word Count,Secondary Outcome Measures Word Count,Primary Outcome Measures Count,Secondary Outcome Measures Count,study_version,minimum_age,maximum_age,num_conditions,NO_INTERVENTION,OTHER,PLACEBO_COMPARATOR,ACTIVE_COMPARATOR,SHAM_COMPARATOR,EXPERIMENTAL,Therapeutic Area,DRUG_count,OTHER_count,BIOLOGICAL_count,RADIATION_count,DIETARY_SUPPLEMENT_count,PROCEDURE_count,DEVICE_count,COMBINATION_PRODUCT_count,GENETIC_count,Allocation,Intervention Model,Masking,Primary Purpose,Trial Endpoint Time in Days,Presence of 'Overall Survival' (OS),Presence of 'Progression Free Survival' (PFS),Presence of 'Objective Response Rate' (ORR),Indication of Comparator Arm Type,Mention of Specific Patient Population or Disease Subtype,Highlighting of Key Efficacy Endpoints (from Summary),Clarity of Primary Objective Statement,Start Date_missing,Start_Date_Year,Start_Date_Month_Sin,Start_Date_Month_Cos,Primary Completion Date_missing,Primary_Completion_Date_Year,Primary_Completion_Date_Month_Sin,Primary_Completion_Date_Month_Cos,Completion Date_missing,Completion_Date_Year,Completion_Date_Month_Sin,Completion_Date_Month_Cos,First Posted_missing,First_Posted_Year,First_Posted_Month_Sin,First_Posted_Month_Cos,Last Update Posted_missing,Last_Update_Posted_Year,Last_Update_Posted_Month_Sin,Last_Update_Posted_Month_Cos,Study Duration,Time_to_Primary_Completion_Days,Days_Since_First_Posted,Days_Since_Last_Update_Posted,Sponsor_Success_Rate,TA_Success_Rate,Outcome
1611.0,962.0,162.0,762.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",233.0,INDUSTRY,,,125,577,554.0,7889.0,11,76,86.0,1263.0,1,9,38,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,3,0,1,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,1590.0,True,False,False,Single-Arm,False,True,False,0,2016.0,1.0,6.123233995736766e-17,0,2020.0,-0.8660254037844386,0.5000000000000001,0,2022.0,-0.8660254037844384,-0.5000000000000004,0,2015,-0.8660254037844386,0.5000000000000001,0,2023,1.2246467991473532e-16,-1.0,2344,1675,3513,714,0.3968253968253968,0.3514644351464435,0
0.0,0.0,8.0,400.0,0.0,2901.0,0.0,0.0,0.0,TERMINATED,YES,ALL,"ADULT, OLDER_ADULT",240.0,INDUSTRY,128.0,16.0,140,271,357.0,2682.0,18,39,54.0,405.0,2,8,17,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,4,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,1825.0,True,False,False,Single-Arm,False,True,False,0,2016.0,0.8660254037844387,-0.4999999999999998,0,2017.0,-1.0,-1.8369701987210297e-16,0,2017.0,-1.0,-1.8369701987210297e-16,0,2016,0.8660254037844387,-0.4999999999999998,0,2018,-0.5000000000000004,0.8660254037844384,518,518,3331,2387,0.6666666666666666,0.3514644351464435,0
761.0,0.0,8.0,1415.0,0.0,0.0,0.0,0.0,0.0,ACTIVE_NOT_RECRUITING,NO,ALL,"ADULT, OLDER_ADULT",923.0,INDUSTRY,260.0,30.0,101,182,149.0,2957.0,13,26,26.0,431.0,1,9,40,18,130,1,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,3,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,1260.0,True,False,False,Single-Arm,False,False,False,0,2019.0,0.49999999999999994,-0.8660254037844387,0,2026.0,0.8660254037844386,0.5000000000000001,0,2026.0,0.8660254037844386,0.5000000000000001,0,2019,0.49999999999999994,-0.8660254037844387,0,2025,0.8660254037844387,-0.4999999999999998,2465,2465,2205,44,0.4925373134328358,0.3514644351464435,0
1667.0,353.0,106.0,1256.0,0.0,969.0,0.0,0.0,0.0,TERMINATED,YES,ALL,"ADULT, OLDER_ADULT",216.0,INDUSTRY,104.0,14.0,129,228,1119.0,4069.0,18,34,168.0,614.0,1,9,71,18,130,6,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,2,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,1460.0,False,True,False,Single-Arm,True,True,True,0,2014.0,0.49999999999999994,0.8660254037844387,0,2018.0,0.8660254037844387,-0.4999999999999998,0,2021.0,-1.0,-1.8369701987210297e-16,0,2013,1.2246467991473532e-16,-1.0,0,2022,-0.8660254037844386,0.5000000000000001,2799,1550,4366,956,0.75,0.3514644351464435,0
757.0,2181.0,0.0,975.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,MALE,CHILD,109.0,INDUSTRY,37.0,1.0,35,353,355.0,4348.0,6,55,60.0,690.0,1,6,43,7,16,1,1.0,0.0,0.0,0.0,0.0,1.0,Other,1,0,0,0,0,0,0,0,0,NON_RANDOMIZED,PARALLEL,NONE,TREATMENT,,False,False,False,Single-Arm,False,False,False,0,2014.0,-0.8660254037844386,0.5000000000000001,0,2019.0,0.49999999999999994,-0.8660254037844387,0,2019.0,0.49999999999999994,-0.8660254037844387,0,2014,-1.0,-1.8369701987210297e-16,0,2021,0.0,1.0,1673,1673,3909,1625,1.0,0.396,1
2707.0,482.0,77.0,898.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,MALE,"ADULT, OLDER_ADULT",806.0,INDUSTRY,163.0,19.0,298,266,1018.0,8418.0,49,46,161.0,1247.0,1,14,115,18,130,1,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,4,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,1410.0,False,False,False,Single-Arm,False,False,False,0,2014.0,0.8660254037844386,0.5000000000000001,0,2018.0,0.49999999999999994,0.8660254037844387,0,2024.0,0.49999999999999994,0.8660254037844387,0,2014,0.0,1.0,0,2025,0.49999999999999994,0.8660254037844387,3624,1433,4182,133,0.375,0.3514644351464435,0
1252.0,962.0,51.0,1366.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",624.0,INDUSTRY,167.0,18.0,114,498,818.0,725.0,15,69,124.0,110.0,3,3,43,18,130,2,0.0,0.0,0.0,1.0,0.0,2.0,Oncology,1,0,2,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,630.0,True,True,False,,False,True,True,0,2015.0,-0.4999999999999997,-0.8660254037844388,0,2021.0,-0.4999999999999997,-0.8660254037844388,0,2022.0,0.49999999999999994,-0.8660254037844387,0,2015,1.2246467991473532e-16,-1.0,0,2025,0.8660254037844386,0.5000000000000001,2496,2192,3636,105,1.0,0.3514644351464435,1
1196.0,944.0,22.0,755.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",333.0,INDUSTRY,68.0,13.0,181,435,1438.0,4853.0,25,52,208.0,721.0,2,12,48,18,130,1,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,7,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,,False,False,False,Placebo,False,False,False,0,2017.0,1.2246467991473532e-16,-1.0,0,2020.0,1.0,6.123233995736766e-17,0,2022.0,-0.8660254037844384,-0.5000000000000004,0,2017,0.49999999999999994,-0.8660254037844387,0,2023,-1.0,-1.8369701987210297e-16,1888,1005,2935,622,0.28865979381443296,0.3514644351464435,0
961.0,641.0,49.0,770.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",454.0,INDUSTRY,76.0,12.0,220,348,1364.0,10726.0,31,46,192.0,1643.0,2,21,59,18,130,1,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,8,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"DOUBLE (PARTICIPANT, CARE_PROVIDER)",TREATMENT,180.0,False,False,False,Single-Arm,False,False,False,0,2019.0,0.0,1.0,0,2021.0,0.49999999999999994,0.8660254037844387,0,2023.0,-0.4999999999999997,-0.8660254037844388,0,2018,-0.8660254037844386,0.5000000000000001,0,2024,-0.8660254037844386,0.5000000000000001,1673,762,2417,225,0.28865979381443296,0.3514644351464435,0
0.0,0.0,14.0,1113.0,0.0,0.0,0.0,1413.0,0.0,UNKNOWN,NO,FEMALE,"ADULT, OLDER_ADULT",355.0,INDUSTRY,17.0,1.0,107,298,186.0,639.0,15,42,26.0,86.0,1,5,3,18,75,1,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,4,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,365.0,False,False,False,Single-Arm,False,False,False,0,2018.0,1.2246467991473532e-16,-1.0,0,2021.0,1.0,6.123233995736766e-17,0,2022.0,0.49999999999999994,-0.8660254037844387,0,2018,1.2246467991473532e-16,-1.0,0,2021,-0.4999999999999997,-0.8660254037844388,1431,1005,2540,1413,0.0,0.3514644351464435,0
1370.0,1253.0,34.0,989.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,NO,FEMALE,"ADULT, OLDER_ADULT",365.0,INDUSTRY,22.0,1.0,89,176,1505.0,1384.0,13,24,223.0,210.0,4,5,11,18,75,1,0.0,0.0,1.0,0.0,0.0,2.0,Oncology,3,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,1095.0,False,True,False,Single-Arm,False,False,False,0,2015.0,1.2246467991473532e-16,-1.0,0,2018.0,0.8660254037844386,0.5000000000000001,0,2021.0,0.49999999999999994,0.8660254037844387,0,2015,0.49999999999999994,-0.8660254037844387,0,2022,0.0,1.0,2042,974,3666,1260,0.0,0.3514644351464435,0
442.0,1655.0,740.0,701.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",529.0,INDUSTRY,230.0,7.0,119,494,824.0,9725.0,13,65,122.0,1502.0,1,13,43,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,5,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,270.0,False,True,False,Single-Arm,False,True,False,0,2017.0,-0.8660254037844386,0.5000000000000001,0,2020.0,0.8660254037844386,0.5000000000000001,0,2020.0,-0.5000000000000004,0.8660254037844384,0,2015,-1.0,-1.8369701987210297e-16,0,2022,0.49999999999999994,-0.8660254037844387,1126,851,3544,1109,0.10526315789473684,0.3514644351464435,1
940.0,577.0,25.0,684.0,42.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",543.0,INDUSTRY,113.0,9.0,130,302,687.0,9832.0,16,42,108.0,1527.0,1,12,36,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,5,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,240.0,False,True,False,Single-Arm,False,False,False,0,2019.0,0.8660254037844387,-0.4999999999999998,0,2023.0,-1.0,-1.8369701987210297e-16,0,2023.0,-1.0,-1.8369701987210297e-16,0,2019,1.0,6.123233995736766e-17,0,2024,-1.0,-1.8369701987210297e-16,1614,1614,2266,256,0.10526315789473684,0.3514644351464435,1
876.0,1931.0,13.0,1664.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",621.0,INDUSTRY,252.0,28.0,206,315,1586.0,3555.0,31,43,256.0,545.0,2,5,46,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,3,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,1770.0,True,True,False,,False,False,False,0,2013.0,0.8660254037844386,0.5000000000000001,0,2018.0,-0.8660254037844384,-0.5000000000000004,0,2019.0,-0.5000000000000004,0.8660254037844384,0,2013,0.8660254037844386,0.5000000000000001,0,2021,0.49999999999999994,-0.8660254037844387,2466,2010,4488,1474,1.0,0.3514644351464435,1
945.0,3258.0,29.0,932.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"CHILD, ADULT, OLDER_ADULT",579.0,INDUSTRY,89.0,4.0,111,198,401.0,3206.0,16,29,75.0,482.0,1,5,52,15,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,2,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,1095.0,True,False,False,Single-Arm,False,True,True,0,2011.0,0.49999999999999994,-0.8660254037844387,0,2015.0,0.0,1.0,0,2016.0,1.0,6.123233995736766e-17,0,2011,1.0,6.123233995736766e-17,0,2016,-0.4999999999999997,-0.8660254037844388,1766,1310,5188,3239,0.675,0.3514644351464435,1
130.0,0.0,49.0,132.0,0.0,2296.0,0.0,0.0,0.0,TERMINATED,YES,ALL,"CHILD, ADULT, OLDER_ADULT",1.0,INDUSTRY,29.0,2.0,165,148,501.0,3052.0,18,26,73.0,448.0,2,6,7,12,130,5,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,0,2,2,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,1980.0,True,True,False,Single-Arm,False,False,False,0,2018.0,-0.8660254037844384,-0.5000000000000004,0,2018.0,-0.8660254037844386,0.5000000000000001,0,2018.0,-0.8660254037844386,0.5000000000000001,0,2018,0.8660254037844387,-0.4999999999999998,0,2020,1.0,6.123233995736766e-17,61,61,2601,1900,0.0,0.3514644351464435,0
1594.0,0.0,0.0,363.0,0.0,3108.0,0.0,0.0,0.0,TERMINATED,YES,ALL,"ADULT, OLDER_ADULT",66.0,INDUSTRY,47.0,2.0,108,1082,419.0,378.0,14,152,62.0,56.0,1,2,10,18,130,1,0.0,0.0,1.0,1.0,0.0,0.0,Oncology,2,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,720.0,False,False,False,Placebo,False,False,False,0,2011.0,1.2246467991473532e-16,-1.0,0,2014.0,0.8660254037844386,0.5000000000000001,0,2014.0,0.8660254037844386,0.5000000000000001,0,2011,-0.4999999999999997,-0.8660254037844388,0,2016,-0.5000000000000004,0.8660254037844384,974,974,5066,3117,0.0,0.3514644351464435,0
6571.0,0.0,22.0,351.0,354.0,0.0,0.0,0.0,0.0,ACTIVE_NOT_RECRUITING,YES,ALL,"ADULT, OLDER_ADULT",452.0,NIH,138.0,1.0,101,745,1079.0,1079.0,13,110,171.0,171.0,1,1,136,18,130,3,0.0,0.0,0.0,2.0,0.0,2.0,Other,3,1,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,112.0,False,False,False,,False,False,False,0,2004.0,-0.8660254037844386,0.5000000000000001,0,2008.0,-0.8660254037844386,0.5000000000000001,0,2025.0,-1.0,-1.8369701987210297e-16,0,2004,-0.5000000000000004,0.8660254037844384,0,2025,0.8660254037844387,-0.4999999999999998,7639,1461,7500,44,1.0,0.396,1
1041.0,0.0,132.0,576.0,0.0,874.0,0.0,0.0,0.0,TERMINATED,YES,ALL,"CHILD, ADULT, OLDER_ADULT",32.0,INDUSTRY,15.0,1.0,112,564,406.0,984.0,16,83,58.0,154.0,1,3,30,2,130,13,0.0,1.0,0.0,1.0,0.0,1.0,Oncology,2,0,1,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,1095.0,False,True,False,Single-Arm,False,True,False,0,2018.0,-0.4999999999999997,-0.8660254037844388,0,2022.0,0.0,1.0,0,2022.0,0.0,1.0,0,2018,1.0,6.123233995736766e-17,0,2023,1.0,6.123233995736766e-17,1249,1249,2631,805,0.0,0.3514644351464435,0
754.0,0.0,189.0,1063.0,0.0,0.0,0.0,0.0,0.0,ACTIVE_NOT_RECRUITING,NO,ALL,"ADULT, OLDER_ADULT",19.0,INDUSTRY,12.0,7.0,174,727,551.0,5017.0,24,107,88.0,790.0,2,11,32,18,100,1,0.0,0.0,1.0,0.0,0.0,2.0,Oncology,4,0,0,0,0,0,0,0,0,RANDOMIZED,SEQUENTIAL,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,1140.0,False,True,False,Placebo,True,False,False,0,2020.0,1.2246467991473532e-16,-1.0,0,2025.0,-0.5000000000000004,0.8660254037844384,0,2025.0,-0.5000000000000004,0.8660254037844384,0,2019,-0.5000000000000004,0.8660254037844384,0,2025,0.8660254037844387,-0.4999999999999998,1979,1979,2022,44,0.4246575342465753,0.3514644351464435,0
1624.0,0.0,97.0,746.0,0.0,0.0,0.0,0.0,0.0,ACTIVE_NOT_RECRUITING,YES,ALL,"ADULT, OLDER_ADULT",453.0,INDUSTRY,121.0,22.0,90,430,1407.0,1638.0,14,68,224.0,264.0,2,4,30,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,2,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,365.0,False,True,False,,False,False,False,0,2019.0,0.49999999999999994,0.8660254037844387,0,2021.0,-0.8660254037844384,-0.5000000000000004,0,2025.0,-0.5000000000000004,0.8660254037844384,0,2018,-0.8660254037844384,-0.5000000000000004,0,2025,0.8660254037844386,0.5000000000000001,2495,943,2478,105,0.5,0.3514644351464435,0
451.0,221.0,15.0,2061.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,NO,ALL,"ADULT, OLDER_ADULT",595.0,INDUSTRY,136.0,28.0,142,198,665.0,9211.0,20,26,91.0,1337.0,2,29,83,18,130,1,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,5,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,1740.0,True,False,False,Single-Arm,False,False,False,0,2018.0,0.0,1.0,0,2024.0,-1.0,-1.8369701987210297e-16,0,2024.0,-1.0,-1.8369701987210297e-16,0,2017,-0.5000000000000004,0.8660254037844384,0,2024,-0.8660254037844386,0.5000000000000001,2465,2465,2752,225,0.28865979381443296,0.3514644351464435,0
0.0,0.0,339.0,0.0,0.0,0.0,0.0,1039.0,0.0,UNKNOWN,NO,FEMALE,"ADULT, OLDER_ADULT",400.0,INDUSTRY,,,75,1281,296.0,248.0,11,191,47.0,46.0,2,4,4,18,130,3,0.0,0.0,0.0,1.0,0.0,2.0,Oncology,1,0,0,0,0,0,1,0,0,RANDOMIZED,SEQUENTIAL,NONE,TREATMENT,730.0,False,True,False,,False,False,False,0,2022.0,-0.8660254037844386,0.5000000000000001,0,2023.0,-0.8660254037844386,0.5000000000000001,0,2024.0,-0.4999999999999997,-0.8660254037844388,0,2021,-0.8660254037844384,-0.5000000000000004,0,2022,-0.4999999999999997,-0.8660254037844388,639,365,1382,1048,0.0,0.3514644351464435,0
2217.0,0.0,105.0,1854.0,0.0,0.0,0.0,0.0,0.0,ACTIVE_NOT_RECRUITING,YES,ALL,"ADULT, OLDER_ADULT",1837.0,INDUSTRY,699.0,24.0,115,199,258.0,4118.0,17,27,43.0,608.0,1,7,74,18,130,1,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,2,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,1825.0,False,False,False,Single-Arm,True,False,False,0,2014.0,1.0,6.123233995736766e-17,0,2020.0,0.8660254037844386,0.5000000000000001,0,2029.0,0.8660254037844387,-0.4999999999999998,0,2014,0.0,1.0,0,2024,-0.4999999999999997,-0.8660254037844388,5509,2161,4182,317,0.4925373134328358,0.3514644351464435,1
719.0,2268.0,47.0,702.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,NO,FEMALE,"ADULT, OLDER_ADULT",418.0,INDUSTRY,112.0,12.0,153,529,553.0,295.0,23,75,83.0,42.0,3,4,35,18,130,1,0.0,0.0,0.0,0.0,0.0,1.0,Oncology,3,0,0,0,0,0,0,0,0,NA,SINGLE_GROUP,NONE,TREATMENT,1825.0,False,False,False,Single-Arm,False,False,False,0,2015.0,0.8660254037844387,-0.4999999999999998,0,2019.0,0.49999999999999994,0.8660254037844387,0,2019.0,0.49999999999999994,0.8660254037844387,0,2015,0.8660254037844386,0.5000000000000001,0,2019,-0.8660254037844384,-0.5000000000000004,1372,1372,3758,2113,0.28865979381443296,0.3514644351464435,0
682.0,2552.0,40.0,196.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",162.0,INDUSTRY,21.0,1.0,118,227,794.0,21374.0,15,34,133.0,3259.0,1,28,15,18,130,1,0.0,0.0,0.0,2.0,0.0,1.0,Dermatology,3,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,SINGLE (OUTCOMES_ASSESSOR),TREATMENT,,False,False,False,Single-Arm,False,False,True,0,2016.0,0.0,1.0,0,2016.0,-0.8660254037844386,0.5000000000000001,0,2017.0,-0.8660254037844386,0.5000000000000001,0,2015,-0.5000000000000004,0.8660254037844384,0,2019,-1.0,-1.8369701987210297e-16,670,305,3483,2083,0.47058823529411764,0.7333333333333333,0
596.0,3569.0,68.0,986.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,MALE,"ADULT, OLDER_ADULT",1200.0,INDUSTRY,172.0,22.0,131,1137,554.0,11648.0,19,167,98.0,1784.0,1,17,60,18,130,1,0.0,0.0,0.0,0.0,0.0,2.0,Oncology,2,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,1440.0,True,False,False,Single-Arm,False,True,False,0,2011.0,1.0,6.123233995736766e-17,0,2015.0,-0.4999999999999997,-0.8660254037844388,0,2015.0,-0.4999999999999997,-0.8660254037844388,0,2011,0.8660254037844386,0.5000000000000001,0,2017,1.0,6.123233995736766e-17,1583,1583,5219,2996,0.5,0.3514644351464435,1
2952.0,366.0,0.0,2128.0,0.0,1656.0,0.0,0.0,0.0,TERMINATED,YES,FEMALE,"ADULT, OLDER_ADULT",63.0,INDUSTRY,16.0,2.0,97,840,9848.0,3890.0,11,124,1487.0,669.0,16,4,39,18,130,1,0.0,0.0,0.0,0.0,0.0,3.0,Oncology,3,0,0,0,0,0,0,0,0,NON_RANDOMIZED,SEQUENTIAL,NONE,TREATMENT,5110.0,False,False,False,,False,False,False,0,2005.0,-0.5000000000000004,0.8660254037844384,0,2009.0,1.2246467991473532e-16,-1.0,0,2019.0,-1.0,-1.8369701987210297e-16,0,2006,0.0,1.0,0,2023,1.0,6.123233995736766e-17,5052,1308,7104,805,0.4246575342465753,0.3514644351464435,0
1568.0,875.0,0.0,637.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,MALE,"ADULT, OLDER_ADULT",759.0,INDUSTRY,158.0,21.0,271,793,175.0,9533.0,36,104,28.0,1434.0,1,13,50,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,2,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,1260.0,True,False,False,,False,False,False,0,2017.0,0.0,1.0,0,2019.0,0.49999999999999994,-0.8660254037844387,0,2022.0,-0.5000000000000004,0.8660254037844384,0,2017,0.0,1.0,0,2024,-0.4999999999999997,-0.8660254037844388,2160,881,3086,317,0.28865979381443296,0.3514644351464435,0
1722.0,770.0,198.0,603.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,MALE,"ADULT, OLDER_ADULT",1306.0,INDUSTRY,300.0,23.0,127,241,2415.0,14685.0,15,34,362.0,2157.0,2,15,79,18,130,1,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,4,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,1770.0,True,False,False,Single-Arm,False,False,False,0,2016.0,-0.8660254037844386,0.5000000000000001,0,2021.0,-1.0,-1.8369701987210297e-16,0,2023.0,1.0,6.123233995736766e-17,0,2016,0.49999999999999994,-0.8660254037844387,0,2024,1.0,6.123233995736766e-17,2342,1795,3300,439,0.375,0.3514644351464435,1
1709.0,390.0,71.0,858.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,MALE,"ADULT, OLDER_ADULT",1101.0,INDUSTRY,176.0,26.0,198,286,1979.0,14476.0,21,34,325.0,2220.0,2,24,57,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,4,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,960.0,False,False,False,Single-Arm,False,False,True,0,2017.0,0.49999999999999994,-0.8660254037844387,0,2020.0,0.8660254037844386,0.5000000000000001,0,2024.0,1.0,6.123233995736766e-17,0,2017,0.8660254037844386,0.5000000000000001,0,2025,0.49999999999999994,-0.8660254037844387,2496,1004,3027,13,0.28865979381443296,0.3514644351464435,0
668.0,1720.0,251.0,657.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",71.0,INDUSTRY,24.0,2.0,74,125,458.0,4448.0,12,19,72.0,701.0,1,6,47,18,130,2,0.0,0.0,0.0,0.0,0.0,1.0,Oncology,1,0,0,0,0,0,0,0,0,NA,SINGLE_GROUP,NONE,TREATMENT,77.0,False,False,False,Single-Arm,False,False,False,0,2017.0,1.0,6.123233995736766e-17,0,2019.0,1.0,6.123233995736766e-17,0,2020.0,0.8660254037844386,0.5000000000000001,0,2016,0.49999999999999994,-0.8660254037844387,0,2020,-0.5000000000000004,0.8660254037844384,1065,730,3300,1656,1.0,0.3514644351464435,1
3185.0,0.0,74.0,651.0,0.0,0.0,0.0,0.0,0.0,ACTIVE_NOT_RECRUITING,YES,MALE,"ADULT, OLDER_ADULT",982.0,INDUSTRY,175.0,16.0,251,462,969.0,1573.0,29,62,164.0,265.0,1,4,95,18,130,1,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,4,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,1095.0,False,False,False,Single-Arm,False,True,True,0,2014.0,-0.8660254037844386,0.5000000000000001,0,2018.0,0.8660254037844386,0.5000000000000001,0,2027.0,-0.5000000000000004,0.8660254037844384,0,2014,-1.0,-1.8369701987210297e-16,0,2025,0.8660254037844387,-0.4999999999999998,4778,1216,3909,44,0.6666666666666666,0.3514644351464435,0
